时间,今值,预测值
1992年3月1日 (二月)17:00,47.30, 
1992年2月1日 (一月)17:00,50.20, 
1992年1月1日 (十二月)17:00,52.50, 
1991年12月1日 (十一月)17:00,52.70, 
1991年11月1日 (十月)17:00,60.10, 
1991年10月1日 (九月)17:00,72.90, 
1991年9月1日 (八月)17:00,76.10, 
1991年8月1日 (七月)17:00,77.70, 
1991年7月1日 (六月)17:00,78.00, 
1991年6月1日 (五月)17:00,76.40, 
1991年5月1日 (四月)17:00,79.40, 
1991年4月1日 (三月)17:00,81.10, 
1991年3月1日 (二月)17:00,59.40, 
1991年2月1日 (一月)17:00,55.10, 
1991年1月1日 (十二月)17:00,61.20, 
1990年12月1日 (十一月)17:00,61.70, 
1990年11月1日 (十月)17:00,62.60, 
1990年10月1日 (九月)17:00,85.60, 
1990年9月1日 (八月)17:00,84.70, 
1990年8月1日 (七月)17:00,101.70, 
1990年7月1日 (六月)17:00,102.40, 
1990年6月1日 (五月)17:00,107.30, 
1990年5月1日 (四月)17:00,107.30, 
1990年4月1日 (三月)17:00,110.60, 
1990年3月1日 (二月)17:00,106.70, 
1990年2月1日 (一月)17:00,106.50, 
1990年1月1日 (十二月)17:00,113.00, 
1989年12月1日 (十一月)17:00,115.10, 
1989年11月1日 (十月)17:00,117.00, 
1989年10月1日 (九月)17:00,116.30, 
1989年9月1日 (八月)17:00,115.40, 
1989年8月1日 (七月)17:00,120.40, 
1989年7月1日 (六月)17:00,117.20, 
1989年6月1日 (五月)17:00,116.70, 
1989年5月1日 (四月)17:00,116.60, 
1989年4月1日 (三月)17:00,117.40, 
1989年3月1日 (二月)17:00,120.70, 
1989年2月1日 (一月)17:00,115.80, 
1989年1月1日 (十二月)17:00,119.40, 
1988年12月1日 (十一月)17:00,112.90, 
1988年11月1日 (十月)17:00,116.90, 
1988年10月1日 (九月)17:00,110.70, 
1988年9月1日 (八月)17:00,119.70, 
1988年8月1日 (七月)17:00,113.50, 
1988年7月1日 (六月)17:00,115.70, 
1988年6月1日 (五月)17:00,120.20, 
1988年5月1日 (四月)17:00,115.70, 
1988年4月1日 (三月)17:00,112.70, 
1988年3月1日 (二月)17:00,114.90, 
1988年2月1日 (一月)17:00,109.90, 
1988年1月1日 (十二月)17:00,107.70, 
1987年12月1日 (十一月)17:00,100.80, 
1987年11月1日 (十月)17:00,115.10, 
1987年10月1日 (九月)17:00,115.70, 
1987年9月1日 (八月)17:00,110.70, 
1987年8月1日 (七月)17:00,105.80, 
1987年7月1日 (六月)17:00,102.10, 
1987年6月1日 (五月)17:00,103.00, 
1987年5月1日 (四月)17:00,97.40, 
1987年4月1日 (三月)17:00,95.80, 
1987年3月1日 (二月)17:00,91.80, 
1987年2月1日 (一月)17:00,85.40, 
1987年1月1日 (十二月)17:00,93.20, 
1986年12月1日 (十一月)17:00,89.70, 
1986年11月1日 (十月)17:00,85.80, 
1986年10月1日 (九月)17:00,89.70, 
1986年9月1日 (八月)17:00,91.70, 
1986年8月1日 (七月)17:00,97.50, 
1986年7月1日 (六月)17:00,100.00, 
1986年6月1日 (五月)17:00,100.20, 
1986年5月1日 (四月)17:00,100.00, 
1986年4月1日 (三月)17:00,95.10, 
1986年3月1日 (二月)17:00,96.00, 
1986年2月1日 (一月)17:00,96.90, 
1986年1月1日 (十二月)17:00,98.20, 
1985年12月1日 (十一月)17:00,98.10, 
1985年11月1日 (十月)17:00,96.10, 
1985年10月1日 (九月)17:00,96.00, 
1985年9月1日 (八月)17:00,100.90, 
1985年8月1日 (七月)17:00,103.20, 
1985年7月1日 (六月)17:00,102.60, 
1985年6月1日 (五月)17:00,99.60, 
1985年5月1日 (四月)17:00,104.40, 
1985年4月1日 (三月)17:00,96.10, 
1985年3月1日 (二月)17:00,103.10, 
1985年2月1日 (一月)17:00,102.00, 
1985年1月1日 (十二月)17:00,97.00, 
1984年12月1日 (十一月)17:00,105.50, 
1984年11月1日 (十月)17:00,99.10, 
1984年10月1日 (九月)17:00,100.00, 
1984年9月1日 (八月)17:00,103.10, 
1984年8月1日 (七月)17:00,100.40, 
1984年7月1日 (六月)17:00,105.80, 
1984年6月1日 (五月)17:00,104.80, 
1984年5月1日 (四月)17:00,106.10, 
1984年4月1日 (三月)17:00,101.10, 
1984年3月1日 (二月)17:00,101.00, 
1984年2月1日 (一月)17:00,103.90, 
1984年1月1日 (十二月)17:00,103.60, 
1983年12月1日 (十一月)17:00,96.70, 
1983年11月1日 (十月)17:00,92.10, 
1983年10月1日 (九月)17:00,91.10, 
1983年9月1日 (八月)17:00,91.20, 
1983年8月1日 (七月)17:00,89.00, 
1983年7月1日 (六月)17:00,87.50, 
1983年6月1日 (五月)17:00,87.70, 
1983年5月1日 (四月)17:00,83.10, 
1983年4月1日 (三月)17:00,79.40, 
1983年3月1日 (二月)17:00,67.60, 
1983年2月1日 (一月)17:00,59.00, 
1983年1月1日 (十二月)17:00,59.50, 
1982年12月1日 (十一月)17:00,57.40, 
1982年11月1日 (十月)17:00,54.30, 
1982年10月1日 (九月)17:00,58.10, 
1982年9月1日 (八月)17:00,56.90, 
1982年8月1日 (七月)17:00,63.20, 
1982年7月1日 (六月)17:00,56.70, 
1982年6月1日 (五月)17:00,61.40, 
1982年5月1日 (四月)17:00,57.00, 
1982年4月1日 (三月)17:00,56.70, 
1982年3月1日 (二月)17:00,62.30, 
1982年2月1日 (一月)17:00,64.90, 
1982年1月1日 (十二月)17:00,66.60, 
1981年12月1日 (十一月)17:00,66.90, 
1981年11月1日 (十月)17:00,75.60, 
1981年10月1日 (九月)17:00,77.60, 
1981年9月1日 (八月)17:00,85.70, 
1981年8月1日 (七月)17:00,83.50, 
1981年7月1日 (六月)17:00,83.00, 
1981年6月1日 (五月)17:00,86.90, 
1981年5月1日 (四月)17:00,81.60, 
1981年4月1日 (三月)17:00,77.80, 
1981年3月1日 (二月)17:00,69.00, 
1981年2月1日 (一月)17:00,74.40, 
1981年1月1日 (十二月)17:00,78.60, 
1980年12月1日 (十一月)17:00,87.20, 
1980年11月1日 (十月)17:00,84.20, 
1980年10月1日 (九月)17:00,80.30, 
1980年9月1日 (八月)17:00,70.80, 
1980年8月1日 (七月)17:00,65.40, 
1980年7月1日 (六月)17:00,56.10, 
1980年6月1日 (五月)17:00,50.10, 
1980年5月1日 (四月)17:00,60.50, 
1980年4月1日 (三月)17:00,80.80, 
1980年3月1日 (二月)17:00,85.30, 
1980年2月1日 (一月)17:00,85.90, 
1980年1月1日 (十二月)17:00,90.70, 
1979年12月1日 (十一月)17:00,90.20, 
1979年11月1日 (十月)17:00,92.30, 
1979年10月1日 (九月)17:00,87.80, 
1979年9月1日 (八月)17:00,79.40, 
1979年8月1日 (七月)17:00,81.40, 
1979年7月1日 (六月)17:00,92.70, 
1979年6月1日 (五月)17:00,96.00, 
1979年5月1日 (四月)17:00,94.60, 
1979年4月1日 (三月)17:00,96.40, 
1979年3月1日 (二月)17:00,101.50, 
1979年2月1日 (一月)17:00,99.50, 
1979年1月1日 (十二月)17:00,102.20, 
1978年12月1日 (十一月)17:00,96.50, 
1978年11月1日 (十月)17:00,108.60, 
1978年10月1日 (九月)17:00,106.60, 
1978年9月1日 (八月)17:00,108.00, 
1978年8月1日 (七月)17:00,105.40, 
1978年7月1日 (六月)17:00,109.50, 
1978年6月1日 (五月)17:00,105.50, 
1978年5月1日 (四月)17:00,109.90, 
1978年4月1日 (三月)17:00,104.70, 
1978年3月1日 (二月)17:00,107.00, 
1978年2月1日 (一月)17:00,107.80, 
1978年1月1日 (十二月)17:00,109.70, 
1977年12月1日 (十一月)17:00,98.90, 
1977年11月1日 (十月)17:00,95.50, 
1977年10月1日 (九月)17:00,96.70, 
1977年9月1日 (八月)17:00,98.70, 
1977年8月1日 (七月)17:00,97.50, 
1977年7月1日 (六月)17:00,98.20, 
1977年6月1日 (五月)17:00,93.10, 
1977年5月1日 (四月)17:00,93.10, 
1977年4月1日 (三月)17:00,97.60, 
1977年3月1日 (二月)17:00,97.60, 
1977年2月1日 (一月)17:00,98.90, 
1977年1月1日 (十二月)17:00,98.90, 
1976年12月1日 (十一月)17:00,87.10, 
1976年11月1日 (十月)17:00,87.10, 
1976年10月1日 (九月)17:00,94.60, 
1976年9月1日 (八月)17:00,94.60, 
1976年8月1日 (七月)17:00,94.50, 
1976年7月1日 (六月)17:00,94.50, 
1976年6月1日 (五月)17:00,89.50, 
1976年5月1日 (四月)17:00,89.50, 
1976年4月1日 (三月)17:00,101.00, 
1976年3月1日 (二月)17:00,101.00, 
1976年2月1日 (一月)17:00,93.70, 
1976年1月1日 (十二月)17:00,93.70, 
1975年12月1日 (十一月)17:00,77.60, 
1975年11月1日 (十月)17:00,77.60, 
1975年10月1日 (九月)17:00,82.40, 
1975年9月1日 (八月)17:00,82.40, 
1975年8月1日 (七月)17:00,72.20, 
1975年7月1日 (六月)17:00,72.20, 
1975年6月1日 (五月)17:00,66.40, 
1975年5月1日 (四月)17:00,66.40, 
1975年4月1日 (三月)17:00,54.50, 
1975年3月1日 (二月)17:00,54.50, 
1975年2月1日 (一月)17:00,43.20, 
1975年1月1日 (十二月)17:00,43.20, 
1974年12月1日 (十一月)17:00,54.50, 
1974年11月1日 (十月)17:00,54.50, 
1974年10月1日 (九月)17:00,77.30, 
1974年9月1日 (八月)17:00,77.30, 
1974年8月1日 (七月)17:00,92.50, 
1974年7月1日 (六月)17:00,92.50, 
1974年6月1日 (五月)17:00,95.10, 
1974年5月1日 (四月)17:00,95.10, 
1974年4月1日 (三月)17:00,62.70, 
1974年3月1日 (二月)17:00,62.70, 
1974年2月1日 (一月)17:00,70.60, 
1974年1月1日 (十二月)17:00,70.60, 
1973年12月1日 (十一月)17:00,107.50, 
1973年11月1日 (十月)17:00,107.50, 
1973年10月1日 (九月)17:00,93.80, 
1973年9月1日 (八月)17:00,93.80, 
1973年8月1日 (七月)17:00,104.40, 
1973年7月1日 (六月)17:00,104.40, 
1973年6月1日 (五月)17:00,102.80, 
1973年5月1日 (四月)17:00,102.80, 
1973年4月1日 (三月)17:00,110.80, 
1973年3月1日 (二月)17:00,110.80, 
1973年2月1日 (一月)17:00,116.10, 
1973年1月1日 (十二月)17:00,116.10, 
1972年12月1日 (十一月)17:00,112.00, 
1972年11月1日 (十月)17:00,112.00, 
1972年10月1日 (九月)17:00,104.10, 
1972年9月1日 (八月)17:00,104.10, 
1972年8月1日 (七月)17:00,98.90, 
1972年7月1日 (六月)17:00,98.90, 
1972年6月1日 (五月)17:00,95.10, 
1972年5月1日 (四月)17:00,95.10, 
1972年4月1日 (三月)17:00,93.60, 
1972年3月1日 (二月)17:00,93.60, 
1972年2月1日 (一月)17:00,85.00, 
1972年1月1日 (十二月)17:00,85.00, 
1971年12月1日 (十一月)17:00,80.30, 
1971年11月1日 (十月)17:00,80.30, 
1971年10月1日 (九月)17:00,82.10, 
1971年9月1日 (八月)17:00,82.10, 
1971年8月1日 (七月)17:00,82.30, 
1971年7月1日 (六月)17:00,82.30, 
1971年6月1日 (五月)17:00,75.20, 
1971年5月1日 (四月)17:00,75.20, 
1971年4月1日 (三月)17:00,77.40, 
1971年3月1日 (二月)17:00,77.40, 
1971年2月1日 (一月)17:00,75.70, 
1971年1月1日 (十二月)17:00,75.70, 
1970年12月1日 (十一月)17:00,83.20, 
1970年11月1日 (十月)17:00,83.20, 
1970年10月1日 (九月)17:00,91.00, 
1970年9月1日 (八月)17:00,91.00, 
1970年8月1日 (七月)17:00,88.10, 
1970年7月1日 (六月)17:00,88.10, 
1970年6月1日 (五月)17:00,98.00, 
1970年5月1日 (四月)17:00,98.00, 
1970年4月1日 (三月)17:00,101.70, 
1970年3月1日 (二月)17:00,101.70, 
1970年2月1日 (一月)17:00,126.00, 
1970年1月1日 (十二月)17:00,126.00, 
