时间,今值,预测值
1992年6月1日 (五月)17:00,"3,334.86K", 
1992年5月1日 (四月)17:00,"3,349.86K", 
1992年4月1日 (三月)17:00,"3,318.45K", 
1992年3月1日 (二月)17:00,"3,318.00K", 
1992年2月1日 (一月)17:00,"3,336.96K", 
1992年1月1日 (十二月)17:00,"3,354.77K", 
1991年12月1日 (十一月)17:00,"3,305.76K", 
1991年11月1日 (十月)17:00,"3,312.00K", 
1991年10月1日 (九月)17:00,"3,300.62K", 
1991年9月1日 (八月)17:00,"3,289.73K", 
1991年8月1日 (七月)17:00,"3,307.43K", 
1991年7月1日 (六月)17:00,"3,403.00K", 
1991年6月1日 (五月)17:00,"3,491.17K", 
1991年5月1日 (四月)17:00,"3,486.95K", 
1991年4月1日 (三月)17:00,"3,430.81K", 
1991年3月1日 (二月)17:00,"3,288.55K", 
1991年2月1日 (一月)17:00,"3,113.48K", 
1991年1月1日 (十二月)17:00,"2,984.62K", 
1990年12月1日 (十一月)17:00,"2,905.27K", 
1990年11月1日 (十月)17:00,"2,732.78K", 
1990年10月1日 (九月)17:00,"2,599.50K", 
1990年9月1日 (八月)17:00,"2,528.70K", 
1990年8月1日 (七月)17:00,"2,470.68K", 
1990年7月1日 (六月)17:00,"2,427.19K", 
1990年6月1日 (五月)17:00,"2,393.48K", 
1990年5月1日 (四月)17:00,"2,379.95K", 
1990年4月1日 (三月)17:00,"2,360.91K", 
1990年3月1日 (二月)17:00,"2,357.15K", 
1990年2月1日 (一月)17:00,"2,355.96K", 
1990年1月1日 (十二月)17:00,"2,287.67K", 
1989年12月1日 (十一月)17:00,"2,282.91K", 
1989年11月1日 (十月)17:00,"2,280.91K", 
1989年10月1日 (九月)17:00,"2,210.67K", 
1989年9月1日 (八月)17:00,"2,204.57K", 
1989年8月1日 (七月)17:00,"2,193.14K", 
1989年7月1日 (六月)17:00,"2,125.86K", 
1989年6月1日 (五月)17:00,"2,096.57K", 
1989年5月1日 (四月)17:00,"2,094.25K", 
1989年4月1日 (三月)17:00,"2,130.22K", 
1989年3月1日 (二月)17:00,"2,117.35K", 
1989年2月1日 (一月)17:00,"2,062.18K", 
1989年1月1日 (十二月)17:00,"2,050.55K", 
1988年12月1日 (十一月)17:00,"1,985.68K", 
1988年11月1日 (十月)17:00,"2,003.95K", 
1988年10月1日 (九月)17:00,"2,065.77K", 
1988年9月1日 (八月)17:00,"2,088.39K", 
1988年8月1日 (七月)17:00,"2,070.95K", 
1988年7月1日 (六月)17:00,"2,041.82K", 
1988年6月1日 (五月)17:00,"2,065.23K", 
1988年5月1日 (四月)17:00,"2,080.29K", 
1988年4月1日 (三月)17:00,"2,105.96K", 
1988年3月1日 (二月)17:00,"2,141.76K", 
1988年2月1日 (一月)17:00,"2,205.52K", 
1988年1月1日 (十二月)17:00,"2,111.70K", 
1987年12月1日 (十一月)17:00,"2,084.29K", 
1987年11月1日 (十月)17:00,"2,032.59K", 
1987年10月1日 (九月)17:00,"2,193.77K", 
1987年9月1日 (八月)17:00,"2,202.62K", 
1987年8月1日 (七月)17:00,"2,206.26K", 
1987年7月1日 (六月)17:00,"2,269.36K", 
1987年6月1日 (五月)17:00,"2,328.19K", 
1987年5月1日 (四月)17:00,"2,384.73K", 
1987年4月1日 (三月)17:00,"2,434.05K", 
1987年3月1日 (二月)17:00,"2,472.00K", 
1987年2月1日 (一月)17:00,"2,501.82K", 
1987年1月1日 (十二月)17:00,"2,573.70K", 
1986年12月1日 (十一月)17:00,"2,627.00K", 
1986年11月1日 (十月)17:00,"2,697.61K", 
1986年10月1日 (九月)17:00,"2,713.64K", 
1986年9月1日 (八月)17:00,"2,669.43K", 
1986年8月1日 (七月)17:00,"2,601.00K", 
1986年7月1日 (六月)17:00,"2,636.62K", 
1986年6月1日 (五月)17:00,"2,671.14K", 
1986年5月1日 (四月)17:00,"2,616.36K", 
1986年4月1日 (三月)17:00,"2,600.71K", 
1986年3月1日 (二月)17:00,"2,578.25K", 
1986年2月1日 (一月)17:00,"2,580.30K", 
1986年1月1日 (十二月)17:00,"2,648.32K", 
1985年12月1日 (十一月)17:00,"2,616.10K", 
1985年11月1日 (十月)17:00,"2,637.83K", 
1985年10月1日 (九月)17:00,"2,584.14K", 
1985年9月1日 (八月)17:00,"2,568.68K", 
1985年8月1日 (七月)17:00,"2,539.30K", 
1985年7月1日 (六月)17:00,"2,542.00K", 
1985年6月1日 (五月)17:00,"2,565.48K", 
1985年5月1日 (四月)17:00,"2,579.05K", 
1985年4月1日 (三月)17:00,"2,563.14K", 
1985年3月1日 (二月)17:00,"2,611.30K", 
1985年2月1日 (一月)17:00,"2,564.35K", 
1985年1月1日 (十二月)17:00,"2,553.48K", 
1984年12月1日 (十一月)17:00,"2,572.55K", 
1984年11月1日 (十月)17:00,"2,531.04K", 
1984年10月1日 (九月)17:00,"2,441.00K", 
1984年9月1日 (八月)17:00,"2,395.70K", 
1984年8月1日 (七月)17:00,"2,351.09K", 
1984年7月1日 (六月)17:00,"2,356.86K", 
1984年6月1日 (五月)17:00,"2,382.00K", 
1984年5月1日 (四月)17:00,"2,422.62K", 
1984年4月1日 (三月)17:00,"2,422.14K", 
1984年3月1日 (二月)17:00,"2,459.57K", 
1984年2月1日 (一月)17:00,"2,547.59K", 
1984年1月1日 (十二月)17:00,"2,708.82K", 
1983年12月1日 (十一月)17:00,"2,782.55K", 
1983年11月1日 (十月)17:00,"2,890.00K", 
1983年10月1日 (九月)17:00,"2,982.05K", 
1983年9月1日 (八月)17:00,"3,099.13K", 
1983年8月1日 (七月)17:00,"3,180.19K", 
1983年7月1日 (六月)17:00,"3,407.73K", 
1983年6月1日 (五月)17:00,"3,617.32K", 
1983年5月1日 (四月)17:00,"3,760.43K", 
1983年4月1日 (三月)17:00,"3,764.74K", 
1983年3月1日 (二月)17:00,"3,855.25K", 
1983年2月1日 (一月)17:00,"3,895.33K", 
1983年1月1日 (十二月)17:00,"4,305.74K", 
1982年12月1日 (十一月)17:00,"4,592.64K", 
1982年11月1日 (十月)17:00,"4,641.62K", 
1982年10月1日 (九月)17:00,"4,493.59K", 
1982年9月1日 (八月)17:00,"4,268.95K", 
1982年8月1日 (七月)17:00,"4,096.27K", 
1982年7月1日 (六月)17:00,"4,100.36K", 
1982年6月1日 (五月)17:00,"4,004.24K", 
1982年5月1日 (四月)17:00,"3,905.91K", 
1982年4月1日 (三月)17:00,"3,663.91K", 
1982年3月1日 (二月)17:00,"3,555.50K", 
1982年2月1日 (一月)17:00,"3,535.62K", 
1982年1月1日 (十二月)17:00,"3,525.22K", 
1981年12月1日 (十一月)17:00,"3,345.81K", 
1981年11月1日 (十月)17:00,"3,134.91K", 
1981年10月1日 (九月)17:00,"3,025.14K", 
1981年9月1日 (八月)17:00,"2,966.14K", 
1981年8月1日 (七月)17:00,"2,879.26K", 
1981年7月1日 (六月)17:00,"2,901.68K", 
1981年6月1日 (五月)17:00,"2,896.38K", 
1981年5月1日 (四月)17:00,"2,871.18K", 
1981年4月1日 (三月)17:00,"2,897.05K", 
1981年3月1日 (二月)17:00,"2,978.00K", 
1981年2月1日 (一月)17:00,"3,026.64K", 
1981年1月1日 (十二月)17:00,"3,125.17K", 
1980年12月1日 (十一月)17:00,"3,278.00K", 
1980年11月1日 (十月)17:00,"3,510.26K", 
1980年10月1日 (九月)17:00,"3,691.55K", 
1980年9月1日 (八月)17:00,"3,808.29K", 
1980年8月1日 (七月)17:00,"3,836.65K", 
1980年7月1日 (六月)17:00,"3,832.05K", 
1980年6月1日 (五月)17:00,"3,573.55K", 
1980年5月1日 (四月)17:00,"3,160.23K", 
1980年4月1日 (三月)17:00,"2,895.10K", 
1980年3月1日 (二月)17:00,"2,864.48K", 
1980年2月1日 (一月)17:00,"2,797.48K", 
1980年1月1日 (十二月)17:00,"2,701.38K", 
1979年12月1日 (十一月)17:00,"2,628.77K", 
1979年11月1日 (十月)17:00,"2,500.30K", 
1979年10月1日 (九月)17:00,"2,423.25K", 
1979年9月1日 (八月)17:00,"2,459.17K", 
1979年8月1日 (七月)17:00,"2,364.27K", 
1979年7月1日 (六月)17:00,"2,250.00K", 
1979年6月1日 (五月)17:00,"2,257.96K", 
1979年5月1日 (四月)17:00,"2,393.43K", 
1979年4月1日 (三月)17:00,"2,376.91K", 
1979年3月1日 (二月)17:00,"2,420.25K", 
1979年2月1日 (一月)17:00,"2,386.22K", 
1979年1月1日 (十二月)17:00,"2,293.95K", 
1978年12月1日 (十一月)17:00,"2,231.41K", 
1978年11月1日 (十月)17:00,"2,226.64K", 
1978年10月1日 (九月)17:00,"2,257.19K", 
1978年9月1日 (八月)17:00,"2,387.35K", 
1978年8月1日 (七月)17:00,"2,334.05K", 
1978年7月1日 (六月)17:00,"2,226.05K", 
1978年6月1日 (五月)17:00,"2,230.52K", 
1978年5月1日 (四月)17:00,"2,323.75K", 
1978年4月1日 (三月)17:00,"2,487.04K", 
1978年3月1日 (二月)17:00,"2,561.60K", 
1978年2月1日 (一月)17:00,"2,491.18K", 
1978年1月1日 (十二月)17:00,"2,507.27K", 
1977年12月1日 (十一月)17:00,"2,561.36K", 
1977年11月1日 (十月)17:00,"2,572.62K", 
1977年10月1日 (九月)17:00,"2,590.55K", 
1977年9月1日 (八月)17:00,"2,605.35K", 
1977年8月1日 (七月)17:00,"2,585.10K", 
1977年7月1日 (六月)17:00,"2,607.86K", 
1977年6月1日 (五月)17:00,"2,632.95K", 
1977年5月1日 (四月)17:00,"2,674.29K", 
1977年4月1日 (三月)17:00,"2,693.83K", 
1977年3月1日 (二月)17:00,"2,837.05K", 
1977年2月1日 (一月)17:00,"2,835.52K", 
1977年1月1日 (十二月)17:00,"2,894.43K", 
1976年12月1日 (十一月)17:00,"3,050.14K", 
1976年11月1日 (十月)17:00,"3,090.90K", 
1976年10月1日 (九月)17:00,"3,083.64K", 
1976年9月1日 (八月)17:00,"3,012.77K", 
1976年8月1日 (七月)17:00,"3,000.95K", 
1976年7月1日 (六月)17:00,"2,986.09K", 
1976年6月1日 (五月)17:00,"2,942.62K", 
1976年5月1日 (四月)17:00,"2,889.45K", 
1976年4月1日 (三月)17:00,"2,845.09K", 
1976年3月1日 (二月)17:00,"2,865.75K", 
1976年2月1日 (一月)17:00,"3,010.82K", 
1976年1月1日 (十二月)17:00,"3,200.30K", 
1975年12月1日 (十一月)17:00,"3,466.25K", 
1975年11月1日 (十月)17:00,"3,692.35K", 
1975年10月1日 (九月)17:00,"3,892.55K", 
1975年9月1日 (八月)17:00,"3,942.62K", 
1975年8月1日 (七月)17:00,"4,118.09K", 
1975年7月1日 (六月)17:00,"4,370.67K", 
1975年6月1日 (五月)17:00,"4,574.68K", 
1975年5月1日 (四月)17:00,"4,493.36K", 
1975年4月1日 (三月)17:00,"4,223.48K", 
1975年3月1日 (二月)17:00,"3,927.75K", 
1975年2月1日 (一月)17:00,"3,650.74K", 
1975年1月1日 (十二月)17:00,"3,315.14K", 
1974年12月1日 (十一月)17:00,"2,838.00K", 
1974年11月1日 (十月)17:00,"2,482.91K", 
1974年10月1日 (九月)17:00,"2,283.33K", 
1974年9月1日 (八月)17:00,"2,177.45K", 
1974年8月1日 (七月)17:00,"2,125.91K", 
1974年7月1日 (六月)17:00,"2,075.50K", 
1974年6月1日 (五月)17:00,"2,057.30K", 
1974年5月1日 (四月)17:00,"2,065.09K", 
1974年4月1日 (三月)17:00,"2,062.38K", 
1974年3月1日 (二月)17:00,"2,023.65K", 
1974年2月1日 (一月)17:00,"1,959.04K", 
1974年1月1日 (十二月)17:00,"1,791.38K", 
1973年12月1日 (十一月)17:00,"1,707.86K", 
1973年11月1日 (十月)17:00,"1,664.87K", 
1973年10月1日 (九月)17:00,"1,667.50K", 
1973年9月1日 (八月)17:00,"1,671.04K", 
1973年8月1日 (七月)17:00,"1,604.59K", 
1973年7月1日 (六月)17:00,"1,569.33K", 
1973年6月1日 (五月)17:00,"1,558.65K", 
1973年5月1日 (四月)17:00,"1,554.05K", 
1973年4月1日 (三月)17:00,"1,568.77K", 
1973年3月1日 (二月)17:00,"1,585.95K", 
1973年2月1日 (一月)17:00,"1,617.96K", 
1973年1月1日 (十二月)17:00,"1,698.14K", 
1972年12月1日 (十一月)17:00,"1,722.73K", 
1972年11月1日 (十月)17:00,"1,750.64K", 
1972年10月1日 (九月)17:00,"1,791.10K", 
1972年9月1日 (八月)17:00,"1,815.74K", 
1972年8月1日 (七月)17:00,"1,948.81K", 
1972年7月1日 (六月)17:00,"1,880.41K", 
1972年6月1日 (五月)17:00,"1,872.87K", 
1972年5月1日 (四月)17:00,"1,881.50K", 
1972年4月1日 (三月)17:00,"1,901.30K", 
1972年3月1日 (二月)17:00,"1,923.76K", 
1972年2月1日 (一月)17:00,"1,921.48K", 
1972年1月1日 (十二月)17:00,"2,051.13K", 
1971年12月1日 (十一月)17:00,"2,143.14K", 
1971年11月1日 (十月)17:00,"2,202.43K", 
1971年10月1日 (九月)17:00,"2,236.05K", 
1971年9月1日 (八月)17:00,"2,191.18K", 
1971年8月1日 (七月)17:00,"2,123.27K", 
1971年7月1日 (六月)17:00,"2,176.77K", 
1971年6月1日 (五月)17:00,"2,174.95K", 
1971年5月1日 (四月)17:00,"2,149.32K", 
1971年4月1日 (三月)17:00,"2,138.26K", 
1971年3月1日 (二月)17:00,"2,100.00K", 
1971年2月1日 (一月)17:00,"2,100.33K", 
1971年1月1日 (十二月)17:00,"2,188.35K", 
1970年12月1日 (十一月)17:00,"2,298.62K", 
1970年11月1日 (十月)17:00,"2,221.05K", 
1970年10月1日 (九月)17:00,"2,073.68K", 
1970年9月1日 (八月)17:00,"1,951.71K", 
1970年8月1日 (七月)17:00,"1,885.83K", 
1970年7月1日 (六月)17:00,"1,850.05K", 
1970年6月1日 (五月)17:00,"1,829.33K", 
1970年5月1日 (四月)17:00,"1,677.18K", 
1970年4月1日 (三月)17:00,"1,491.64K", 
1970年3月1日 (二月)17:00,"1,421.00K", 
1970年2月1日 (一月)17:00,"1,370.41K", 
1970年1月1日 (十二月)17:00,"1,263.96K", 
