时间,今值,预测值
1988年6月1日 (五月)17:00,313.41K, 
1988年5月1日 (四月)17:00,312.81K, 
1988年4月1日 (三月)17:00,306.04K, 
1988年3月1日 (二月)17:00,318.19K, 
1988年2月1日 (一月)17:00,339.52K, 
1988年1月1日 (十二月)17:00,318.09K, 
1987年12月1日 (十一月)17:00,307.33K, 
1987年11月1日 (十月)17:00,299.86K, 
1987年10月1日 (九月)17:00,308.27K, 
1987年9月1日 (八月)17:00,319.81K, 
1987年8月1日 (七月)17:00,324.91K, 
1987年7月1日 (六月)17:00,322.59K, 
1987年6月1日 (五月)17:00,331.19K, 
1987年5月1日 (四月)17:00,335.68K, 
1987年4月1日 (三月)17:00,332.95K, 
1987年3月1日 (二月)17:00,348.75K, 
1987年2月1日 (一月)17:00,348.68K, 
1987年1月1日 (十二月)17:00,353.65K, 
1986年12月1日 (十一月)17:00,363.00K, 
1986年11月1日 (十月)17:00,378.39K, 
1986年10月1日 (九月)17:00,395.09K, 
1986年9月1日 (八月)17:00,405.76K, 
1986年8月1日 (七月)17:00,371.00K, 
1986年7月1日 (六月)17:00,370.52K, 
1986年6月1日 (五月)17:00,385.18K, 
1986年5月1日 (四月)17:00,386.82K, 
1986年4月1日 (三月)17:00,382.67K, 
1986年3月1日 (二月)17:00,372.25K, 
1986年2月1日 (一月)17:00,366.57K, 
1986年1月1日 (十二月)17:00,383.14K, 
1985年12月1日 (十一月)17:00,392.52K, 
1985年11月1日 (十月)17:00,404.43K, 
1985年10月1日 (九月)17:00,408.33K, 
1985年9月1日 (八月)17:00,404.05K, 
1985年8月1日 (七月)17:00,382.00K, 
1985年7月1日 (六月)17:00,392.25K, 
1985年6月1日 (五月)17:00,393.04K, 
1985年5月1日 (四月)17:00,397.50K, 
1985年4月1日 (三月)17:00,382.10K, 
1985年3月1日 (二月)17:00,389.35K, 
1985年2月1日 (一月)17:00,373.48K, 
1985年1月1日 (十二月)17:00,381.14K, 
1984年12月1日 (十一月)17:00,403.45K, 
1984年11月1日 (十月)17:00,419.74K, 
1984年10月1日 (九月)17:00,398.00K, 
1984年9月1日 (八月)17:00,389.17K, 
1984年8月1日 (七月)17:00,362.45K, 
1984年7月1日 (六月)17:00,362.62K, 
1984年6月1日 (五月)17:00,359.13K, 
1984年5月1日 (四月)17:00,369.05K, 
1984年4月1日 (三月)17:00,345.64K, 
1984年3月1日 (二月)17:00,340.10K, 
1984年2月1日 (一月)17:00,350.18K, 
1984年1月1日 (十二月)17:00,369.32K, 
1983年12月1日 (十一月)17:00,388.64K, 
1983年11月1日 (十月)17:00,399.29K, 
1983年10月1日 (九月)17:00,409.41K, 
1983年9月1日 (八月)17:00,432.52K, 
1983年8月1日 (七月)17:00,405.33K, 
1983年7月1日 (六月)17:00,438.86K, 
1983年6月1日 (五月)17:00,467.18K, 
1983年5月1日 (四月)17:00,496.95K, 
1983年4月1日 (三月)17:00,481.48K, 
1983年3月1日 (二月)17:00,488.45K, 
1983年2月1日 (一月)17:00,493.14K, 
1983年1月1日 (十二月)17:00,523.09K, 
1982年12月1日 (十一月)17:00,590.86K, 
1982年11月1日 (十月)17:00,644.29K, 
1982年10月1日 (九月)17:00,667.86K, 
1982年9月1日 (八月)17:00,631.45K, 
1982年8月1日 (七月)17:00,572.73K, 
1982年7月1日 (六月)17:00,599.05K, 
1982年6月1日 (五月)17:00,586.95K, 
1982年5月1日 (四月)17:00,585.73K, 
1982年4月1日 (三月)17:00,559.30K, 
1982年3月1日 (二月)17:00,533.75K, 
1982年2月1日 (一月)17:00,542.86K, 
1982年1月1日 (十二月)17:00,540.96K, 
1981年12月1日 (十一月)17:00,513.95K, 
1981年11月1日 (十月)17:00,493.32K, 
1981年10月1日 (九月)17:00,475.41K, 
1981年9月1日 (八月)17:00,445.14K, 
1981年8月1日 (七月)17:00,438.04K, 
1981年7月1日 (六月)17:00,435.45K, 
1981年6月1日 (五月)17:00,417.05K, 
1981年5月1日 (四月)17:00,410.14K, 
1981年4月1日 (三月)17:00,408.36K, 
1981年3月1日 (二月)17:00,428.75K, 
1981年2月1日 (一月)17:00,413.41K, 
1981年1月1日 (十二月)17:00,410.00K, 
1980年12月1日 (十一月)17:00,411.00K, 
1980年11月1日 (十月)17:00,431.78K, 
1980年10月1日 (九月)17:00,480.86K, 
1980年9月1日 (八月)17:00,520.43K, 
1980年8月1日 (七月)17:00,560.09K, 
1980年7月1日 (六月)17:00,605.67K, 
1980年6月1日 (五月)17:00,621.77K, 
1980年5月1日 (四月)17:00,538.50K, 
1980年4月1日 (三月)17:00,441.14K, 
1980年3月1日 (二月)17:00,418.52K, 
1980年2月1日 (一月)17:00,413.35K, 
1980年1月1日 (十二月)17:00,429.48K, 
1979年12月1日 (十一月)17:00,416.36K, 
1979年11月1日 (十月)17:00,401.30K, 
1979年10月1日 (九月)17:00,385.00K, 
1979年9月1日 (八月)17:00,391.13K, 
1979年8月1日 (七月)17:00,382.23K, 
1979年7月1日 (六月)17:00,364.57K, 
1979年6月1日 (五月)17:00,345.70K, 
1979年5月1日 (四月)17:00,412.52K, 
1979年4月1日 (三月)17:00,358.41K, 
1979年3月1日 (二月)17:00,359.55K, 
1979年2月1日 (一月)17:00,356.26K, 
1979年1月1日 (十二月)17:00,351.52K, 
1978年12月1日 (十一月)17:00,340.18K, 
1978年11月1日 (十月)17:00,327.23K, 
1978年10月1日 (九月)17:00,324.43K, 
1978年9月1日 (八月)17:00,341.83K, 
1978年8月1日 (七月)17:00,351.43K, 
1978年7月1日 (六月)17:00,331.59K, 
1978年6月1日 (五月)17:00,324.78K, 
1978年5月1日 (四月)17:00,324.25K, 
1978年4月1日 (三月)17:00,345.00K, 
1978年3月1日 (二月)17:00,382.75K, 
1978年2月1日 (一月)17:00,351.82K, 
1978年1月1日 (十二月)17:00,358.59K, 
1977年12月1日 (十一月)17:00,354.77K, 
1977年11月1日 (十月)17:00,361.95K, 
1977年10月1日 (九月)17:00,363.32K, 
1977年9月1日 (八月)17:00,368.13K, 
1977年8月1日 (七月)17:00,363.57K, 
1977年7月1日 (六月)17:00,359.05K, 
1977年6月1日 (五月)17:00,378.68K, 
1977年5月1日 (四月)17:00,370.71K, 
1977年4月1日 (三月)17:00,358.43K, 
1977年3月1日 (二月)17:00,440.55K, 
1977年2月1日 (一月)17:00,414.76K, 
1977年1月1日 (十二月)17:00,372.65K, 
1976年12月1日 (十一月)17:00,390.64K, 
1976年11月1日 (十月)17:00,409.19K, 
1976年10月1日 (九月)17:00,406.36K, 
1976年9月1日 (八月)17:00,391.45K, 
1976年8月1日 (七月)17:00,390.36K, 
1976年7月1日 (六月)17:00,394.32K, 
1976年6月1日 (五月)17:00,392.71K, 
1976年5月1日 (四月)17:00,372.27K, 
1976年4月1日 (三月)17:00,363.04K, 
1976年3月1日 (二月)17:00,348.25K, 
1976年2月1日 (一月)17:00,372.45K, 
1976年1月1日 (十二月)17:00,372.65K, 
1975年12月1日 (十一月)17:00,397.25K, 
1975年11月1日 (十月)17:00,419.26K, 
1975年10月1日 (九月)17:00,443.50K, 
1975年9月1日 (八月)17:00,451.62K, 
1975年8月1日 (七月)17:00,444.91K, 
1975年7月1日 (六月)17:00,492.05K, 
1975年6月1日 (五月)17:00,497.95K, 
1975年5月1日 (四月)17:00,521.95K, 
1975年4月1日 (三月)17:00,546.29K, 
1975年3月1日 (二月)17:00,541.25K, 
1975年2月1日 (一月)17:00,547.09K, 
1975年1月1日 (十二月)17:00,517.82K, 
1974年12月1日 (十一月)17:00,467.43K, 
1974年11月1日 (十月)17:00,399.48K, 
1974年10月1日 (九月)17:00,361.24K, 
1974年9月1日 (八月)17:00,342.27K, 
1974年8月1日 (七月)17:00,312.83K, 
1974年7月1日 (六月)17:00,312.50K, 
1974年6月1日 (五月)17:00,294.17K, 
1974年5月1日 (四月)17:00,292.45K, 
1974年4月1日 (三月)17:00,313.62K, 
1974年3月1日 (二月)17:00,318.30K, 
1974年2月1日 (一月)17:00,306.26K, 
1974年1月1日 (十二月)17:00,289.95K, 
1973年12月1日 (十一月)17:00,255.32K, 
1973年11月1日 (十月)17:00,242.09K, 
1973年10月1日 (九月)17:00,248.00K, 
1973年9月1日 (八月)17:00,254.91K, 
1973年8月1日 (七月)17:00,243.95K, 
1973年7月1日 (六月)17:00,240.10K, 
1973年6月1日 (五月)17:00,238.48K, 
1973年5月1日 (四月)17:00,239.43K, 
1973年4月1日 (三月)17:00,227.50K, 
1973年3月1日 (二月)17:00,221.55K, 
1973年2月1日 (一月)17:00,228.43K, 
1973年1月1日 (十二月)17:00,245.52K, 
1972年12月1日 (十一月)17:00,245.86K, 
1972年11月1日 (十月)17:00,251.36K, 
1972年10月1日 (九月)17:00,255.86K, 
1972年9月1日 (八月)17:00,254.43K, 
1972年8月1日 (七月)17:00,282.86K, 
1972年7月1日 (六月)17:00,291.95K, 
1972年6月1日 (五月)17:00,267.26K, 
1972年5月1日 (四月)17:00,264.25K, 
1972年4月1日 (三月)17:00,262.22K, 
1972年3月1日 (二月)17:00,262.29K, 
1972年2月1日 (一月)17:00,269.57K, 
1972年1月1日 (十二月)17:00,272.04K, 
1971年12月1日 (十一月)17:00,288.09K, 
1971年11月1日 (十月)17:00,297.33K, 
1971年10月1日 (九月)17:00,312.86K, 
1971年9月1日 (八月)17:00,328.32K, 
1971年8月1日 (七月)17:00,295.41K, 
1971年7月1日 (六月)17:00,293.64K, 
1971年6月1日 (五月)17:00,293.14K, 
1971年5月1日 (四月)17:00,286.50K, 
1971年4月1日 (三月)17:00,294.43K, 
1971年3月1日 (二月)17:00,284.00K, 
1971年2月1日 (一月)17:00,298.00K, 
1971年1月1日 (十二月)17:00,305.39K, 
1970年12月1日 (十一月)17:00,324.43K, 
1970年11月1日 (十月)17:00,331.36K, 
1970年10月1日 (九月)17:00,322.55K, 
1970年9月1日 (八月)17:00,293.05K, 
1970年8月1日 (七月)17:00,281.78K, 
1970年7月1日 (六月)17:00,294.73K, 
1970年6月1日 (五月)17:00,305.90K, 
1970年5月1日 (四月)17:00,331.59K, 
1970年4月1日 (三月)17:00,268.68K, 
1970年3月1日 (二月)17:00,258.50K, 
1970年2月1日 (一月)17:00,249.32K, 
1970年1月1日 (十二月)17:00,221.09K, 
