时间,今值,预测值
1995年12月1日 (十一月)17:00,3.07M, 
1995年11月1日 (十月)17:00,0.22M, 
1995年10月1日 (九月)17:00,-2.28M, 
1995年9月1日 (八月)17:00,-0.28M, 
1995年8月1日 (七月)17:00,-1.66M, 
1995年7月1日 (六月)17:00,-1.26M, 
1995年6月1日 (五月)17:00,-2.06M, 
1995年5月1日 (四月)17:00,-0.68M, 
1995年4月1日 (三月)17:00,3.12M, 
1995年3月1日 (二月)17:00,-0.41M, 
1995年2月1日 (一月)17:00,-1.09M, 
1995年1月1日 (十二月)17:00,-2.05M, 
1994年12月1日 (十一月)17:00,-1.65M, 
1994年11月1日 (十月)17:00,2.55M, 
1994年10月1日 (九月)17:00,2.33M, 
1994年9月1日 (八月)17:00,-1.08M, 
1994年8月1日 (七月)17:00,0.23M, 
1994年7月1日 (六月)17:00,-0.67M, 
1994年6月1日 (五月)17:00,-1.87M, 
1994年5月1日 (四月)17:00,0.83M, 
1994年4月1日 (三月)17:00,1.74M, 
1994年3月1日 (二月)17:00,-0.96M, 
1994年2月1日 (一月)17:00,-2.08M, 
1994年1月1日 (十二月)17:00,1.15M, 
1993年12月1日 (十一月)17:00,0.06M, 
1993年11月1日 (十月)17:00,1.93M, 
1993年10月1日 (九月)17:00,-3.26M, 
1993年9月1日 (八月)17:00,-2.21M, 
1993年8月1日 (七月)17:00,-0.37M, 
1993年7月1日 (六月)17:00,0.30M, 
1993年6月1日 (五月)17:00,1.15M, 
1993年5月1日 (四月)17:00,1.42M, 
1993年4月1日 (三月)17:00,1.43M, 
1993年3月1日 (二月)17:00,2.02M, 
1993年2月1日 (一月)17:00,1.49M, 
1993年1月1日 (十二月)17:00,-1.45M, 
1992年12月1日 (十一月)17:00,-1.51M, 
1992年11月1日 (十月)17:00,1.62M, 
1992年10月1日 (九月)17:00,-0.33M, 
1992年9月1日 (八月)17:00,-1.23M, 
1992年8月1日 (七月)17:00,0.32M, 
1992年7月1日 (六月)17:00,-3.78M, 
1992年6月1日 (五月)17:00,-1.48M, 
1992年5月1日 (四月)17:00,2.54M, 
1992年4月1日 (三月)17:00,-0.57M, 
1992年3月1日 (二月)17:00,2.05M, 
1992年2月1日 (一月)17:00,1.49M, 
1992年1月1日 (十二月)17:00,-2.84M, 
1991年12月1日 (十一月)17:00,-0.89M, 
1991年11月1日 (十月)17:00,0.80M, 
1991年10月1日 (九月)17:00,-2.77M, 
1991年9月1日 (八月)17:00,1.65M, 
1991年8月1日 (七月)17:00,-1.07M, 
1991年7月1日 (六月)17:00,-0.87M, 
1991年6月1日 (五月)17:00,2.14M, 
1991年5月1日 (四月)17:00,-0.10M, 
1991年4月1日 (三月)17:00,2.47M, 
1991年3月1日 (二月)17:00,1.71M, 
1991年2月1日 (一月)17:00,-0.87M, 
1991年1月1日 (十二月)17:00,-2.98M, 
1990年12月1日 (十一月)17:00,-0.66M, 
1990年11月1日 (十月)17:00,-1.91M, 
1990年10月1日 (九月)17:00,-4.58M, 
1990年9月1日 (八月)17:00,-2.80M, 
1990年8月1日 (七月)17:00,0.13M, 
1990年7月1日 (六月)17:00,0.85M, 
1990年6月1日 (五月)17:00,2.33M, 
1990年5月1日 (四月)17:00,2.54M, 
1990年4月1日 (三月)17:00,4.21M, 
1990年3月1日 (二月)17:00,-1.45M, 
1990年2月1日 (一月)17:00,1.23M, 
1990年1月1日 (十二月)17:00,-1.52M, 
1989年12月1日 (十一月)17:00,2.12M, 
1989年11月1日 (十月)17:00,1.68M, 
1989年10月1日 (九月)17:00,-1.16M, 
1989年9月1日 (八月)17:00,1.05M, 
1989年8月1日 (七月)17:00,-0.31M, 
1989年7月1日 (六月)17:00,-1.79M, 
1989年6月1日 (五月)17:00,1.34M, 
1989年5月1日 (四月)17:00,2.19M, 
1989年4月1日 (三月)17:00,-0.34M, 
1989年3月1日 (二月)17:00,-0.30M, 
1989年2月1日 (一月)17:00,-0.76M, 
1989年1月1日 (十二月)17:00,-1.62M, 
1988年12月1日 (十一月)17:00,0.72M, 
1988年11月1日 (十月)17:00,2.82M, 
1988年10月1日 (九月)17:00,-2.14M, 
1988年9月1日 (八月)17:00,-3.71M, 
1988年8月1日 (七月)17:00,-2.34M, 
1988年7月1日 (六月)17:00,0.11M, 
1988年6月1日 (五月)17:00,1.51M, 
1988年5月1日 (四月)17:00,1.59M, 
1988年4月1日 (三月)17:00,0.82M, 
1988年3月1日 (二月)17:00,1.99M, 
1988年2月1日 (一月)17:00,-4.46M, 
1988年1月1日 (十二月)17:00,-0.30M, 
1987年12月1日 (十一月)17:00,1.69M, 
1987年11月1日 (十月)17:00,3.16M, 
1987年10月1日 (九月)17:00,1.05M, 
1987年9月1日 (八月)17:00,0.79M, 
1987年8月1日 (七月)17:00,0.54M, 
1987年7月1日 (六月)17:00,1.07M, 
1987年6月1日 (五月)17:00,-1.46M, 
1987年5月1日 (四月)17:00,-1.05M, 
1987年4月1日 (三月)17:00,-0.23M, 
1987年3月1日 (二月)17:00,0.46M, 
1987年2月1日 (一月)17:00,0.46M, 
1987年1月1日 (十二月)17:00,-3.31M, 
1986年12月1日 (十一月)17:00,-1.24M, 
1986年11月1日 (十月)17:00,2.85M, 
1986年10月1日 (九月)17:00,0.72M, 
1986年9月1日 (八月)17:00,-1.67M, 
1986年8月1日 (七月)17:00,3.27M, 
1986年7月1日 (六月)17:00,-0.61M, 
1986年6月1日 (五月)17:00,-2.15M, 
1986年5月1日 (四月)17:00,-1.57M, 
1986年4月1日 (三月)17:00,2.79M, 
1986年3月1日 (二月)17:00,1.88M, 
1986年2月1日 (一月)17:00,0.39M, 
1986年1月1日 (十二月)17:00,1.50M, 
1985年12月1日 (十一月)17:00,0.48M, 
1985年11月1日 (十月)17:00,0.08M, 
1985年10月1日 (九月)17:00,-1.71M, 
1985年9月1日 (八月)17:00,-0.96M, 
1985年8月1日 (七月)17:00,-4.24M, 
1985年7月1日 (六月)17:00,-2.38M, 
1985年6月1日 (五月)17:00,1.70M, 
1985年5月1日 (四月)17:00,2.74M, 
1985年4月1日 (三月)17:00,3.57M, 
1985年3月1日 (二月)17:00,-3.22M, 
1985年2月1日 (一月)17:00,-2.33M, 
1985年1月1日 (十二月)17:00,-0.90M, 
1984年12月1日 (十一月)17:00,1.91M, 
1984年11月1日 (十月)17:00,1.95M, 
1984年10月1日 (九月)17:00,-3.33M, 
1984年9月1日 (八月)17:00,-2.26M, 
1984年8月1日 (七月)17:00,-0.98M, 
1984年7月1日 (六月)17:00,-0.53M, 
1984年6月1日 (五月)17:00,3.67M, 
1984年5月1日 (四月)17:00,2.53M, 
1984年4月1日 (三月)17:00,-1.65M, 
1984年3月1日 (二月)17:00,-1.23M, 
1984年2月1日 (一月)17:00,-0.97M, 
1984年1月1日 (十二月)17:00,-0.24M, 
1983年12月1日 (十一月)17:00,0.33M, 
1983年11月1日 (十月)17:00,-0.56M, 
1983年10月1日 (九月)17:00,0.38M, 
1983年9月1日 (八月)17:00,0.16M, 
1983年8月1日 (七月)17:00,-1.60M, 
1983年7月1日 (六月)17:00,-0.35M, 
1983年6月1日 (五月)17:00,2.84M, 
1983年5月1日 (四月)17:00,3.68M, 
1983年4月1日 (三月)17:00,-3.35M, 
1983年3月1日 (二月)17:00,2.33M, 
1983年2月1日 (一月)17:00,1.56M, 
1983年1月1日 (十二月)17:00,0.51M, 
1982年12月1日 (十一月)17:00,-0.88M, 
1982年11月1日 (十月)17:00,-0.41M, 
1982年10月1日 (九月)17:00,-0.08M, 
1982年9月1日 (八月)17:00,-2.63M, 
