时间,今值,预测值
1973年1月1日 (十二月)17:00,70.50, 
1972年12月1日 (十一月)17:00,69.90, 
1972年11月1日 (十月)17:00,67.00, 
1972年10月1日 (九月)17:00,65.10, 
1972年9月1日 (八月)17:00,61.70, 
1972年8月1日 (七月)17:00,60.10, 
1972年7月1日 (六月)17:00,58.60, 
1972年6月1日 (五月)17:00,61.40, 
1972年5月1日 (四月)17:00,59.30, 
1972年4月1日 (三月)17:00,59.80, 
1972年3月1日 (二月)17:00,60.60, 
1972年2月1日 (一月)17:00,59.60, 
1972年1月1日 (十二月)17:00,57.60, 
1971年12月1日 (十一月)17:00,52.30, 
1971年11月1日 (十月)17:00,55.00, 
1971年10月1日 (九月)17:00,55.10, 
1971年9月1日 (八月)17:00,53.60, 
1971年8月1日 (七月)17:00,54.40, 
1971年7月1日 (六月)17:00,53.80, 
1971年6月1日 (五月)17:00,54.20, 
1971年5月1日 (四月)17:00,54.50, 
1971年4月1日 (三月)17:00,51.20, 
1971年3月1日 (二月)17:00,54.80, 
1971年2月1日 (一月)17:00,47.90, 
1971年1月1日 (十二月)17:00,45.40, 
1970年12月1日 (十一月)17:00,39.70, 
1970年11月1日 (十月)17:00,42.40, 
1970年10月1日 (九月)17:00,44.10, 
1970年9月1日 (八月)17:00,47.30, 
1970年8月1日 (七月)17:00,49.50, 
1970年7月1日 (六月)17:00,51.10, 
1970年6月1日 (五月)17:00,47.20, 
1970年5月1日 (四月)17:00,45.00, 
1970年4月1日 (三月)17:00,46.90, 
1970年3月1日 (二月)17:00,47.40, 
1970年2月1日 (一月)17:00,48.70, 
1970年1月1日 (十二月)17:00,52.00, 
