时间,今值,预测值
1999年10月1日 (九月)17:00,-3.70, 
1999年9月1日 (八月)17:00,-4.20, 
1999年8月1日 (七月)17:00,-3.80, 
1999年7月1日 (六月)17:00,-5.60, 
1999年6月1日 (五月)17:00,-5.30, 
1999年5月1日 (四月)17:00,-5.70, 
1999年4月1日 (三月)17:00,-3.40, 
1999年3月1日 (二月)17:00,-2.00, 
1999年2月1日 (一月)17:00,-1.80, 
1999年1月1日 (十二月)17:00,-3.50, 
1998年12月1日 (十一月)17:00,-2.10, 
1998年11月1日 (十月)17:00,-3.70, 
1998年10月1日 (九月)17:00,-4.40, 
1998年9月1日 (八月)17:00,-4.10, 
1998年8月1日 (七月)17:00,-2.70, 
1998年7月1日 (六月)17:00,-4.90, 
1998年6月1日 (五月)17:00,-4.70, 
1998年5月1日 (四月)17:00,-6.10, 
1998年4月1日 (三月)17:00,-6.90, 
1998年3月1日 (二月)17:00,-8.20, 
1998年2月1日 (一月)17:00,-9.20, 
1998年1月1日 (十二月)17:00,-9.60, 
1997年12月1日 (十一月)17:00,-9.60, 
1997年11月1日 (十月)17:00,-9.60, 
1997年10月1日 (九月)17:00,-10.00, 
1997年9月1日 (八月)17:00,-11.10, 
1997年8月1日 (七月)17:00,-12.40, 
1997年7月1日 (六月)17:00,-13.10, 
1997年6月1日 (五月)17:00,-14.80, 
1997年5月1日 (四月)17:00,-15.60, 
1997年4月1日 (三月)17:00,-16.20, 
1997年3月1日 (二月)17:00,-16.40, 
1997年2月1日 (一月)17:00,-15.70, 
1997年1月1日 (十二月)17:00,-16.90, 
1996年12月1日 (十一月)17:00,-17.90, 
1996年11月1日 (十月)17:00,-17.10, 
1996年10月1日 (九月)17:00,-17.00, 
1996年9月1日 (八月)17:00,-16.60, 
1996年8月1日 (七月)17:00,-17.30, 
1996年7月1日 (六月)17:00,-15.60, 
1996年6月1日 (五月)17:00,-15.90, 
1996年5月1日 (四月)17:00,-17.40, 
1996年4月1日 (三月)17:00,-16.90, 
1996年3月1日 (二月)17:00,-16.30, 
1996年2月1日 (一月)17:00,-15.10, 
1996年1月1日 (十二月)17:00,-14.50, 
1995年12月1日 (十一月)17:00,-12.50, 
1995年11月1日 (十月)17:00,-11.80, 
1995年10月1日 (九月)17:00,-10.30, 
1995年9月1日 (八月)17:00,-7.50, 
1995年8月1日 (七月)17:00,-6.70, 
1995年7月1日 (六月)17:00,-5.70, 
1995年6月1日 (五月)17:00,-5.50, 
1995年5月1日 (四月)17:00,-8.10, 
1995年4月1日 (三月)17:00,-8.10, 
1995年3月1日 (二月)17:00,-8.00, 
1995年2月1日 (一月)17:00,-7.60, 
1995年1月1日 (十二月)17:00,-8.50, 
1994年12月1日 (十一月)17:00,-8.10, 
1994年11月1日 (十月)17:00,-7.80, 
1994年10月1日 (九月)17:00,-7.00, 
1994年9月1日 (八月)17:00,-10.20, 
1994年8月1日 (七月)17:00,-10.90, 
1994年7月1日 (六月)17:00,-10.00, 
1994年6月1日 (五月)17:00,-13.30, 
1994年5月1日 (四月)17:00,-17.10, 
1994年4月1日 (三月)17:00,-20.90, 
1994年3月1日 (二月)17:00,-23.30, 
1994年2月1日 (一月)17:00,-24.70, 
1994年1月1日 (十二月)17:00,-26.60, 
1993年12月1日 (十一月)17:00,-28.60, 
1993年11月1日 (十月)17:00,-26.90, 
1993年10月1日 (九月)17:00,-26.50, 
1993年9月1日 (八月)17:00,-28.40, 
1993年8月1日 (七月)17:00,-28.40, 
1993年7月1日 (六月)17:00,-27.90, 
1993年6月1日 (五月)17:00,-26.00, 
1993年5月1日 (四月)17:00,-25.70, 
1993年4月1日 (三月)17:00,-29.00, 
1993年3月1日 (二月)17:00,-28.10, 
1993年2月1日 (一月)17:00,-27.90, 
1993年1月1日 (十二月)17:00,-28.10, 
1992年12月1日 (十一月)17:00,-26.00, 
1992年11月1日 (十月)17:00,-24.20, 
1992年10月1日 (九月)17:00,-21.40, 
1992年9月1日 (八月)17:00,-20.20, 
1992年8月1日 (七月)17:00,-18.90, 
1992年7月1日 (六月)17:00,-18.10, 
1992年6月1日 (五月)17:00,-17.30, 
1992年5月1日 (四月)17:00,-17.00, 
1992年4月1日 (三月)17:00,-17.20, 
1992年3月1日 (二月)17:00,-15.80, 
1992年2月1日 (一月)17:00,-16.30, 
1992年1月1日 (十二月)17:00,-17.00, 
1991年12月1日 (十一月)17:00,-16.10, 
1991年11月1日 (十月)17:00,-15.30, 
1991年10月1日 (九月)17:00,-14.30, 
